session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,Hearing difficulties,Language related disorders,Nationality,Sex,Student Status,Vision
5f16f570dc8d530009ebd4d2,5ef22faa8797c30536bceef1,RETURNED,2020-07-21 14:02:24.337000,,25283.483223,27,80,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f16f57283197b000c63f91b,5d650bb66bf9c40017c1e36d,APPROVED,2020-07-21 14:03:58.120000,2020-07-21 14:38:32.455000,2074.335,22,347,0,100,2020-07-21 15:38:17.556000,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,Yes,Yes
5f16f72bbed1dd0009295e94,5ed39f77e517fa2177baa4ec,RETURNED,2020-07-21 14:09:47.034000,2020-07-21 15:36:19.877000,5192.843,30,103,2,99,,5DFE8175,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f16f83334ef6e0009d1d89b,59e91cebae9f950001d8466a,APPROVED,2020-07-21 14:14:11.416000,2020-07-21 14:50:43.802000,2192.386,30,968,1,100,2020-07-21 15:38:20.119000,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,No,Yes
5f170b7f20cbd5000921f587,5ecfa76a65cc0f00089cc5cc,APPROVED,2020-07-21 15:37:25.679000,2020-07-21 17:00:04.075000,4958.396,24,115,0,100,2020-07-21 17:02:13.613000,5DFE8185,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,Yes,Yes
5f171a21e3a2fe025eef6c87,58afb786f97de10001d131a1,APPROVED,2020-07-21 16:40:01.117000,2020-07-21 17:19:11.056000,2349.939,29,22,0,100,2020-07-21 17:23:06.857000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f17269a02766804f3dba627,5f08916db314750bc9206ce8,APPROVED,2020-07-21 17:32:33.263000,2020-07-21 18:11:15.546000,2322.283,24,24,0,100,2020-07-21 19:47:32.383000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f17269daa03180561459c24,5d3f4cb0fe4ef20001e49b5c,APPROVED,2020-07-21 17:32:29.697000,2020-07-21 18:16:39.499000,2649.802,32,43,0,100,2020-07-21 19:47:33.728000,5DFE8175,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Female,No,Yes
5f1726a091b141039cd7fdcc,5ef09f0290df535e1499bd1f,APPROVED,2020-07-21 17:32:46.126000,2020-07-21 19:06:45.285000,5639.159,24,68,0,100,2020-07-21 19:47:36.350000,NOCODE,United States,,Part-Time,I only know English,English,No,none,United States,Male,Yes,Yes
5f17465925e98e0943ec8bcf,5efb5360f3f69c084c1ca850,APPROVED,2020-07-21 19:47:37.674000,2020-07-21 20:39:12.110000,3094.436,24,64,0,100,2020-07-21 21:01:27.247000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
